BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUse(kBtu),BuildingAge,SiteEnergyUse_log,PropertyGFATotal_log,Distance_to_Center,Neighborhood_Cluster,Is_Downtown,Rotated_Lat,Rotated_Lon,Surface_Cluster
Campus,Low-Rise Multifamily,98101.0,7,DOWNTOWN,1.0,4,45500,0,45500,"Bar/Nightclub, Food Sales, Multifamily Housing, Restaurant, Retail Store, Self-Storage Facility",Multifamily Housing,22669.0,32.0,3778355.0,74,15.14479928769003,10.725467604939041,0.7309004744206138,3,1,102.40115433334603,-82.14564205905722,Surf_Group_1
NonResidential,Small- and Mid-Sized Office,98101.0,7,DOWNTOWN,1.0,6,40715,0,40715,"Non-Refrigerated Warehouse, Office, Retail Store",Office,20895.0,73.0,2827772.75,101,14.854999945626934,10.614351853901232,0.7494793471676713,3,1,102.4008341925149,-82.14672755887219,Surf_Group_1
NonResidential,Mixed Use Property,98121.0,7,DOWNTOWN,1.0,4,82065,34800,47265,"Office, Parking, Retail Store",Parking,36036.0,91.0,1717130.875,26,14.356165360038265,11.315266895166037,1.1483447847216344,3,1,102.40522808288341,-82.14879800023327,Surf_Group_1
NonResidential,Small- and Mid-Sized Office,98101.0,7,DOWNTOWN,1.0,4,36160,0,36160,Office,Office,36160.0,47.0,1862176.875,106,14.437256724251846,10.495708814506113,0.8863734946945248,3,1,102.40289454459267,-82.14619619335232,Surf_Group_1
NonResidential,Mixed Use Property,98101.0,7,DOWNTOWN,1.0,1,34617,0,34617,"Food Sales, Manufacturing/Industrial Plant, Office, Other - Entertainment/Public Assembly, Other - Restaurant/Bar, Restaurant, Retail Store, Self-Storage Facility",Other - Restaurant/Bar,6455.0,65.5,5136604.5,98,15.451902816024129,10.452100169862778,0.8949735637934949,3,1,102.40284571773365,-82.14665162275173,Surf_Group_1
NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,1.0,5,66900,0,66900,Office,Office,68048.0,100.0,1634178.25,107,14.306650636579704,11.11095424611632,1.2502573128451682,3,1,102.40651633260582,-82.14868931420534,Surf_Group_1
NonResidential,Mixed Use Property,98121.0,7,DOWNTOWN,1.0,3,29340,0,29340,"Multifamily Housing, Office, Restaurant",Office,12714.0,65.5,2160420.0,106,14.585813205202921,10.286707051696972,1.2351829320499113,3,1,102.40647685819467,-82.14818094251963,Surf_Group_1
NonResidential,Other,98121.0,7,DOWNTOWN,0.0,2,22710,0,22710,Food Service,Food Service,22710.0,72.0,287763.5,86,12.569894241209077,10.030560635099604,1.3129571695625213,3,1,102.40740762080402,-82.14801307064883,Surf_Group_1
NonResidential,Small- and Mid-Sized Office,98102.0,4,LAKE UNION,1.0,3,50499,13540,36959,"Office, Parking",Office,36959.0,13.0,3205182.5,16,14.980279588993449,10.82970881308719,3.402161138309515,9,0,102.41884235245817,-82.12123860684471,Surf_Group_1
NonResidential,Small- and Mid-Sized Office,98104.0,4,LAKE UNION,1.0,5,54465,9605,44860,"Office, Parking",Office,57972.0,68.0,3600571.25,52,15.096603071393467,10.905313572516546,3.3517458971447165,9,0,102.41771469874013,-82.12036545331172,Surf_Group_1
NonResidential,K-12 School,98102.0,3,EAST,1.0,2,45960,0,45960,K-12 School,K-12 School,45960.0,56.0,4167253.75,86,15.242767803678948,10.735526731962691,3.034534209296315,0,0,102.41121978296785,-82.11665592920328,Surf_Group_1
NonResidential,Small- and Mid-Sized Office,98109.0,7,LAKE UNION,1.0,2,21128,0,21128,Office,Office,21128.0,97.0,436604.0938,57,12.986782099600058,9.958354453976968,1.8220584236630937,9,1,102.41275544618266,-82.14425577591462,Surf_Group_1
NonResidential,Mixed Use Property,98109.0,7,LAKE UNION,1.0,4,274442,0,274442,"Hotel, Multifamily Housing, Parking, Retail Store",Hotel,108763.0,65.5,9155568.0,8,16.029872776765856,12.522495224345683,1.7029451170505567,9,1,102.41156808103291,-82.14417919914814,Surf_Group_0
NonResidential,Small- and Mid-Sized Office,98109.0,7,LAKE UNION,1.0,3,51552,0,51552,"Data Center, Office",Office,54150.0,73.0,1539066.375,3,14.246686540545973,10.8503462859767,1.753425231145994,9,1,102.41202403602115,-82.14378893635373,Surf_Group_1
NonResidential,Hotel,98109.0,7,LAKE UNION,1.0,4,38520,0,38520,Hotel,Hotel,38500.0,37.0,2804534.0,57,14.846747951230192,10.558932865912062,1.8097070243028346,9,1,102.4125309717715,-82.1434269748295,Surf_Group_1
NonResidential,Hotel,98109.0,7,LAKE UNION,1.0,3,29186,4256,24930,Hotel,Hotel,19000.0,95.0,867184.375,55,13.673006891746894,10.281444421227691,1.9505022001776693,9,1,102.41372161241756,-82.14228922492202,Surf_Group_1
NonResidential,Worship Facility,98109.0,7,LAKE UNION,1.0,1,27338,0,27338,Worship Facility,Worship Facility,27338.0,56.0,581289.0,56,13.27300333040701,10.216032954712599,1.6749503836344253,9,1,102.41057133075535,-82.14011277702491,Surf_Group_1
NonResidential,Other,98102.0,3,EAST,1.0,2,85750,65640,20110,"K-12 School, Parking",Parking,65000.0,72.0,2045592.0,17,14.531197792118459,11.359191365028186,4.077713299332048,4,0,102.41681338982366,-82.10848434047509,Surf_Group_1
NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,1.0,3,45864,0,45864,Office,Office,45864.0,94.0,2590622.0,86,14.767408559283414,10.73343577458822,2.4713721892658347,9,0,102.41896635652922,-82.15577338819612,Surf_Group_1
NonResidential,K-12 School,98125.0,5,NORTHWEST,1.0,2,49252,0,49252,K-12 School,K-12 School,61099.0,23.0,3485865.5,17,15.064226921414724,10.804705254912761,13.464186480573101,1,0,102.49719461302487,-82.07582870303415,Surf_Group_1
SPS-District K-12,K-12 School,98125.0,5,North,1.0,1,34005,0,34005,K-12 School,K-12 School,50337.0,94.0,991918.0,66,13.807395721560054,10.43426285160974,11.994758220284387,1,0,102.47837248169054,-82.07088781525634,Surf_Group_1
SPS-District K-12,K-12 School,98116.0,1,SOUTHWEST,1.0,1,41221,0,41221,K-12 School,K-12 School,60814.0,83.0,2246747.5,67,14.62499417280163,10.626703114218108,6.641030112289683,6,0,102.39136768345466,-82.21607108420953,Surf_Group_1
NonResidential,Small- and Mid-Sized Office,98102.0,4,LAKE UNION,1.0,3,33176,0,33176,"Office, Parking",Office,33176.0,89.0,1426279.5,29,14.170579863555387,10.409582001926218,2.963158862954866,9,0,102.41355674449207,-82.12058366529857,Surf_Group_1
NonResidential,Retail Store,98102.0,4,LAKE UNION,1.0,3,25194,3764,21430,"Medical Office, Office, Retail Store",Retail Store,10751.0,75.5,1878742.875,23,14.44611342762696,10.134361149912248,2.9491438589559844,9,0,102.41421040474611,-82.12169583806946,Surf_Group_1
SPS-District K-12,K-12 School,98118.0,2,SOUTHEAST,1.0,2,75605,0,75605,K-12 School,K-12 School,75605.0,83.0,2274873.5,16,14.637435004425601,11.23327769754677,10.005812538584607,8,0,102.29517865460141,-82.13046679910495,Surf_Group_1
SPS-District K-12,K-12 School,98118.0,2,SOUTHEAST,1.0,2,29525,0,29525,K-12 School,K-12 School,29525.0,77.0,1297812.75,8,14.076190905439024,10.292992641065563,10.10307922680301,8,0,102.29354248146043,-82.1270928640948,Surf_Group_1
NonResidential,Worship Facility,98108.0,2,GREATER DUWAMISH,1.0,99,21948,0,21948,Worship Facility,Worship Facility,21948.0,80.0,326001.1875,39,12.694656302980247,9.996431298178866,6.552677777867505,2,0,102.33145648824078,-82.1418418501569,Surf_Group_1
NonResidential,Other,98112.0,3,EAST,1.0,3,31191,0,31191,"Other - Recreation, Self-Storage Facility",Other - Recreation,30095.0,72.0,5876439.0,89,15.586461524172742,10.34788487064608,4.871322733698782,4,0,102.4034110246739,-82.08725076309412,Surf_Group_1
NonResidential,Other,98125.0,5,NORTH,1.0,1,37377,0,37377,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc), Retail Store","Repair Services (Vehicle, Shoe, Locksmith, etc)",31303.0,72.0,3040978.0,69,14.927689732170984,10.528810820966973,12.962190075858551,1,0,102.47571501850089,-82.0523649539926,Surf_Group_1
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,1.0,1,29380,0,29380,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,16768.0,33.0,856088.625,39,13.660129183643122,10.288069449727868,7.517836770818335,2,0,102.33018863203264,-82.16296585878771,Surf_Group_1
NonResidential,Worship Facility,98122.0,3,EAST,1.0,2,22688,0,22688,Worship Facility,Worship Facility,22688.0,87.0,331675.0,94,12.711910852785117,10.029591429331854,0.9267395193378801,0,1,102.38587521065126,-82.13110006225483,Surf_Group_1
NonResidential,Other,98118.0,2,SOUTHEAST,1.0,2,22364,0,22364,"Adult Education, Parking",Adult Education,22364.0,72.0,1467029.75,54,14.198750336401428,10.015207802146536,6.037721324413176,8,0,102.33298069110096,-82.12536184695176,Surf_Group_1
NonResidential,Small- and Mid-Sized Office,98118.0,2,GREATER DUWAMISH,1.0,2,41262,0,41262,Office,Office,40738.0,84.0,1903455.875,34,14.459181673553605,10.627697258547892,7.401956665612303,8,0,102.32043925196044,-82.13033943716034,Surf_Group_1
NonResidential,Small- and Mid-Sized Office,98109.0,7,LAKE UNION,1.0,2,43183,0,43183,"Data Center, Office",Office,26580.0,73.0,7408342.0,63,15.818117220549217,10.673202178264951,1.9184857396789583,9,1,102.41379881786841,-82.14514294868553,Surf_Group_1
NonResidential,Worship Facility,98115.0,4,NORTH,1.0,3,45680,0,45680,Worship Facility,Worship Facility,45680.0,79.0,2077039.375,108,14.546454060309754,10.729415844329893,8.894180238602202,4,0,102.45623795622745,-82.08808969255283,Surf_Group_1
NonResidential,Senior Care Community,98109.0,7,LAKE UNION,1.0,14,724148,0,724148,Senior Care Community,Senior Care Community,726000.0,8.0,37797084.0,10,17.44774251475701,13.492751070366458,1.4683568599438361,3,1,102.4065118117025,-82.1345814837711,Surf_Group_0
NonResidential,Worship Facility,98106.0,1,SOUTHWEST,1.0,1,23562,0,23562,"Office, Worship Facility",Worship Facility,18278.0,96.0,531737.1875,59,13.183904637802755,10.067390523806065,8.666041117486563,6,0,102.35448429339698,-82.21438717867423,Surf_Group_1
NonResidential,Small- and Mid-Sized Office,98107.0,6,Ballard,1.0,4,28844,0,28844,"Office, Other",Office,10292.0,73.0,910718.6875,17,13.721989333275104,10.26965727803665,6.280351734173015,5,0,102.45575833457492,-82.14249896348224,Surf_Group_1
SPS-District K-12,K-12 School,98126.0,1,DELRIDGE,1.0,2,54528,0,54528,K-12 School,K-12 School,54285.0,75.0,1972078.625,28,14.494598684039557,10.906469610188987,7.809194670741304,6,0,102.35911690062287,-82.20767108976098,Surf_Group_1
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,1.0,1,21101,0,21101,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,18373.0,60.0,675772.875,27,13.423612314842112,9.957075711706057,5.080346844078585,2,0,102.35197844100844,-82.157486915021,Surf_Group_1
NonResidential,Refrigerated Warehouse,98108.0,2,GREATER DUWAMISH,1.0,2,45594,0,45594,Refrigerated Warehouse,Refrigerated Warehouse,45594.0,75.0,1351267.875,102,14.116553876340197,10.72753140789784,5.076853753438489,2,0,102.35227344100844,-82.15799787000923,Surf_Group_1
NonResidential,Other,98108.0,2,GREATER DUWAMISH,1.0,1,26660,0,26660,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,26660.0,72.0,2241280.5,66,14.622557912286297,10.1909195937327,6.235942816822938,2,0,102.34484053325255,-82.16620369612805,Surf_Group_1
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,1.0,1,28126,0,28126,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,21780.0,44.0,870625.8125,41,13.676967556753388,10.244449694430193,5.095991915858065,2,0,102.35161817821401,-82.15708292155699,Surf_Group_1
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,1.0,1,35000,0,35000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,35000.0,53.0,378714.4063,52,12.844537654623947,10.46310334047155,6.475869190877136,2,0,102.34065348244498,-82.16295151139548,Surf_Group_1
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,1.0,1,26150,0,26150,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,26150.0,6.0,1208407.625,54,14.004814038471435,10.171604469493069,6.327207341535177,2,0,102.34173761674009,-82.16212928707684,Surf_Group_1
NonResidential,Small- and Mid-Sized Office,98108.0,2,GREATER DUWAMISH,1.0,2,24000,0,24000,Office,Office,24000.0,73.0,1088556.25,49,13.900362834940749,10.085809109330082,6.294177004700853,2,0,102.34233278334506,-82.16264014587563,Surf_Group_1
NonResidential,K-12 School,98102.0,3,EAST,1.0,5,43594,0,43594,K-12 School,K-12 School,40809.0,38.0,2478045.5,48,14.722980702584573,10.682674805188459,4.077713299332048,4,0,102.41681338982366,-82.10848434047509,Surf_Group_1
NonResidential,Distribution Center,98103.0,4,LAKE UNION,1.0,1,28080,0,28080,"Distribution Center, Office",Distribution Center,25580.0,55.5,794724.625,104,13.585750949983998,10.242812858139747,5.804902973212717,9,0,102.44433075127245,-82.12296580859461,Surf_Group_1
NonResidential,Senior Care Community,98133.0,5,NORTHWEST,1.0,2,51298,0,51298,Senior Care Community,Senior Care Community,51298.0,85.0,5655578.0,62,15.548152872742472,10.845407044044098,13.46489659226466,1,0,102.51029430558879,-82.10067803611837,Surf_Group_1
NonResidential,Worship Facility,98133.0,5,NORTHWEST,1.0,1,22047,0,22047,"Parking, Worship Facility",Worship Facility,22898.0,100.0,265774.9063,54,12.490405012602892,10.000931817196982,13.413234148119106,1,0,102.51046469034652,-82.1021731511756,Surf_Group_1
NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,1.0,1,31600,0,31600,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,31600.0,3.0,3363535.5,37,15.028503210874037,10.360912399575003,9.471906541092418,2,0,102.31556302086145,-82.17315355714743,Surf_Group_1
NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,1.0,1,35289,0,35289,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,35289.0,63.0,876425.0,9,13.683606412083908,10.47132657962855,9.592162024681826,2,0,102.31442003393343,-82.17329384571573,Surf_Group_1
NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,1.0,1,28920,0,28920,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,30000.0,50.0,1750419.0,35,14.37536574581268,10.272288676272701,9.73300933565959,2,0,102.3131525021787,-82.17359841631632,Surf_Group_1
NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,1.0,1,22176,0,22176,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,22176.0,60.0,736428.625,38,13.50956759912279,10.00676590198963,9.696758525569871,2,0,102.31357097005386,-82.17370322393747,Surf_Group_1
NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,1.0,1,31300,0,31300,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,31300.0,89.0,362874.0,38,12.80181094555324,10.351373376528244,9.655285321481708,2,0,102.3138500597073,-82.17342662139708,Surf_Group_1
NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,1.0,1,22000,0,22000,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,22000.0,14.0,700627.625,37,13.459731819456316,9.998797732340453,9.721748914203445,2,0,102.31260204700541,-82.17226499998893,Surf_Group_1
NonResidential,Small- and Mid-Sized Office,98125.0,5,NORTH,1.0,3,39927,0,39927,"Office, Parking",Office,39541.0,38.0,3568419.5,42,15.087633338640844,10.594808065754666,10.524487414214951,1,0,102.47366592058671,-82.08801581229557,Surf_Group_1
NonResidential,Other,98115.0,5,NORTH,1.0,1,30610,0,30610,"Office, Other - Recreation",Other - Recreation,23320.0,72.0,4294550.0,37,15.272857334919568,10.329082031939459,10.314529519257515,1,0,102.47079351079529,-82.08696065259667,Surf_Group_1
NonResidential,Medical Office,98115.0,5,NORTH,1.0,2,26930,6350,20580,Medical Office,Medical Office,26930.0,64.0,1002995.0,36,13.818501081886781,10.200996185805645,10.450178257045838,1,0,102.47213738229598,-82.08680830631472,Surf_Group_1
NonResidential,Medical Office,98115.0,5,NORTH,1.0,2,38745,0,38745,"Medical Office, Parking",Medical Office,65069.0,76.0,2890379.0,48,14.876898193358784,10.564756994198051,10.545209604159838,1,0,102.47206020261902,-82.08507462719288,Surf_Group_1
NonResidential,Mixed Use Property,98105.0,4,NORTHEAST,1.0,2,22135,0,22135,"Medical Office, Non-Refrigerated Warehouse, Office, Retail Store",Medical Office,10388.0,65.5,1261634.5,71,14.047918660484077,10.004915345166241,6.894593167058427,4,0,102.42361116685964,-82.07797843567994,Surf_Group_1
NonResidential,Medical Office,98105.0,4,NORTHEAST,1.0,3,38378,0,38378,"Medical Office, Parking",Medical Office,35066.0,86.0,1645605.125,49,14.313618731681617,10.555239657729688,6.856103044694853,4,0,102.42267557085526,-82.07761793586502,Surf_Group_1
NonResidential,Warehouse,98105.0,4,NORTHEAST,1.0,2,33576,0,33576,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33576.0,64.0,1275231.75,36,14.058638484763343,10.421566805013427,6.888142982526635,4,0,102.42492185905346,-82.07928862115273,Surf_Group_1
NonResidential,Supermarket / Grocery Store,98105.0,4,NORTHEAST,1.0,1,33005,0,33005,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,34982.0,21.0,10642754.0,41,16.180389842972346,10.404414344122872,6.790330104362215,4,0,102.4242710964441,-82.07994146724964,Surf_Group_1
NonResidential,Other,98104.0,3,EAST,1.0,1,20971,0,20971,"Bank Branch, Medical Office, Parking, Retail Store",Parking,23483.0,72.0,729397.1875,35,13.499973701440316,9.950895809931119,0.8735699160297359,0,1,102.39340533297593,-82.12910039670835,Surf_Group_1
NonResidential,Small- and Mid-Sized Office,98199.0,7,MAGNOLIA / QUEEN ANNE,1.0,3,23910,0,23910,"Office, Retail Store",Office,20000.0,73.0,873577.3125,89,13.680351913511922,10.082052060452371,6.2577024914854515,5,0,102.45682069146393,-82.18079901958978,Surf_Group_1
NonResidential,Worship Facility,98107.0,6,BALLARD,1.0,2,21765,0,21765,Worship Facility,Worship Facility,21765.0,80.0,431390.4063,106,12.974768774164183,9.988058453986397,8.505438989357707,5,0,102.47876693958024,-82.14889103636273,Surf_Group_1
NonResidential,Worship Facility,98122.0,3,CENTRAL,1.0,2,26560,0,26560,Worship Facility,Worship Facility,26560.0,1.0,1751483.875,115,14.375973915182781,10.18716160359037,1.8303401358518154,0,1,102.38574607671751,-82.11711417572057,Surf_Group_1
NonResidential,Warehouse,98103.0,4,LAKE UNION,1.0,2,20140,0,20140,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,20140.0,49.0,116486.6016,59,11.665531537648675,9.910463166272553,4.9478223992454335,9,0,102.43717101591733,-82.12594478319082,Surf_Group_1
NonResidential,Retail Store,98118.0,2,GREATER DUWAMISH,1.0,2,38845,0,38845,"Parking, Retail Store",Retail Store,38845.0,82.0,6917280.0,24,15.749533186740297,10.567334647384522,8.383086337822764,8,0,102.31103901679037,-82.13099775224272,Surf_Group_1
NonResidential,Supermarket / Grocery Store,98118.0,2,GREATER DUWAMISH,1.0,1,26092,0,26092,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,25946.0,40.0,7619445.0,63,15.846214090364589,10.169384032915987,8.481174358164589,8,0,102.31019665164064,-82.13151873300482,Surf_Group_1
SPS-District K-12,K-12 School,98125.0,5,NORTH,1.0,1,38582,0,38582,K-12 School,K-12 School,40374.0,85.0,1848878.5,61,14.430089797014945,10.560541125447834,11.804414463333245,1,0,102.45816132926785,-82.0478810723807,Surf_Group_1
NonResidential,Small- and Mid-Sized Office,98108.0,2,GREATER DUWAMISH,1.0,1,25500,0,25500,Office,Office,25500.0,98.0,1213869.75,49,14.009323954895025,10.146433731146518,6.208754196044783,2,0,102.34364266138175,-82.1634889211869,Surf_Group_1
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,1.0,1,41895,0,41895,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,37524.0,60.0,1242311.5,55,14.032484315182186,10.642921767047387,6.529015288160165,2,0,102.33913769406173,-82.16098608890216,Surf_Group_1
NonResidential,Retail Store,98108.0,2,GREATER DUWAMISH,1.0,2,56193,0,56193,Retail Store,Retail Store,56193.0,75.5,2497942.75,58,14.730978051070363,10.936547472964001,6.393496255625052,2,0,102.33966584759472,-82.15926087765551,Surf_Group_1
NonResidential,K-12 School,98107.0,6,BALLARD,1.0,3,35448,0,35448,K-12 School,K-12 School,35448.0,97.0,1379932.5,94,14.137545142893627,10.475822112879326,7.93098533919669,5,0,102.47231022888873,-82.14484768539526,Surf_Group_1
NonResidential,Supermarket / Grocery Store,98107.0,6,BALLARD,1.0,1,29214,0,29214,Supermarket/Grocery Store,Supermarket/Grocery Store,29214.0,8.0,9336239.0,50,16.049414052449478,10.282403325410757,7.749054082480737,5,0,102.47039975484765,-82.14421864728958,Surf_Group_1
NonResidential,Supermarket / Grocery Store,98107.0,6,BALLARD,1.0,1,89103,43035,46068,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,47034.0,34.0,14029480.0,16,16.45667138795628,11.397548282925747,7.592037562215226,5,0,102.46908143470968,-82.14509524982995,Surf_Group_0
NonResidential,Other,98125.0,6,BALLARD,1.0,1,32000,0,32000,"Office, Other - Recreation",Other - Recreation,29880.0,72.0,1331122.125,55,14.101532847488139,10.373491181781864,7.407306116878907,5,0,102.46765876212385,-82.14677110862877,Surf_Group_1
NonResidential,Mixed Use Property,98107.0,6,BALLARD,1.0,2,31140,0,31140,"Non-Refrigerated Warehouse, Other, Retail Store",Other,14840.0,65.5,935580.3125,106,13.748922270824332,10.346248445387989,7.111538093915954,5,0,102.46467458318706,-82.14624235909139,Surf_Group_1
NonResidential,Warehouse,98107.0,6,BALLARD,1.0,3,41478,0,41478,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,31932.0,3.0,3035962.25,41,14.926038983296506,10.63291844517332,7.143257673390249,5,0,102.464811256143,-82.14545908359507,Surf_Group_1
NonResidential,Warehouse,98107.0,6,BALLARD,1.0,1,39840,0,39840,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,39840.0,2.0,752104.0,36,13.530629891242048,10.592626711698534,7.094751359178068,5,0,102.46425510877589,-82.14507580809877,Surf_Group_1
Nonresidential COS,Other,98107.0,6,BALLARD,1.0,1,30576,15576,15000,"Library, Other - Services",Library,15000.0,72.0,1533245.75,12,14.242897451594612,10.327970666480054,8.081701495274528,5,0,102.47539243433958,-82.15290622183551,Surf_Group_1
NonResidential,Other,98107.0,6,BALLARD,1.0,2,21528,0,21528,Social/Meeting Hall,Social/Meeting Hall,21528.0,72.0,306911.0938,92,12.63431338788543,9.977109692406742,7.929967619686389,5,0,102.47372301147618,-82.15181469661677,Surf_Group_1
NonResidential,Other,98107.0,6,BALLARD,1.0,2,30000,0,30000,"Parking, Strip Mall",Strip Mall,25828.0,72.0,1094940.75,88,13.90621081017972,10.308952660644293,8.084561622125399,5,0,102.4757692550327,-82.15507889442134,Surf_Group_1
NonResidential,Other,98107.0,6,BALLARD,1.0,2,30087,0,30087,Other,Other,30554.0,72.0,5274642.0,74,15.478421367724737,10.311848463756318,8.226981117482135,5,0,102.47418524085043,-82.14085530137773,Surf_Group_1
NonResidential,Worship Facility,98107.0,6,BALLARD,1.0,1,40445,0,40445,Worship Facility,Worship Facility,40445.0,92.0,786253.6875,41,13.575034776969892,10.607698305452052,7.093052173269929,5,0,102.46479764743671,-82.1476955126244,Surf_Group_1
NonResidential,Retail Store,98107.0,6,BALLARD,1.0,1,23500,0,23500,Retail Store,Retail Store,23500.0,53.0,1137967.5,20,13.944754334385381,10.06475570013225,7.032593125482367,5,0,102.46393970515038,-82.14638951299447,Surf_Group_1
NonResidential,Retail Store,98134.0,6,Ballard,1.0,1,22420,0,22420,Retail Store,Retail Store,23067.0,82.0,1404253.75,49,14.155016580855774,10.017708696626151,8.067860471191661,5,0,102.47066200999578,-82.1340328865307,Surf_Group_1
NonResidential,Supermarket / Grocery Store,98119.0,7,MAGNOLIA / QUEEN ANNE,1.0,1,25842,0,25842,Supermarket/Grocery Store,Supermarket/Grocery Store,25987.0,35.0,8518313.0,55,15.957728874505145,10.159756354282166,5.874918252268039,5,0,102.45426240721105,-82.1578079412836,Surf_Group_1
NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,1.0,3,26389,0,26389,"Fitness Center/Health Club/Gym, Office",Office,16766.0,73.0,1208035.375,24,14.004505940988528,10.180702535638066,5.973276595688345,5,0,102.45520137490118,-82.15725428102957,Surf_Group_1
NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,1.0,3,25859,0,25859,"Office, Parking",Office,25859.0,88.0,858780.625,34,13.663268784182666,10.160413981817907,6.106265568868869,5,0,102.45622787434604,-82.15435223022197,Surf_Group_1
NonResidential,Warehouse,98199.0,7,MAGNOLIA / QUEEN ANNE,1.0,1,25600,0,25600,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,20600.0,1.0,1730600.625,42,14.363979088301134,10.150347630467653,7.534152635556655,5,0,102.47098688482734,-82.16019558624507,Surf_Group_1
NonResidential,Other,98199.0,7,MAGNOLIA / QUEEN ANNE,1.0,1,23169,0,23169,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,10200.0,72.0,222255.9063,51,12.311584728051162,10.050570457237374,7.3974333598287885,5,0,102.4696169363751,-82.16006276592204,Surf_Group_1
NonResidential,Small- and Mid-Sized Office,98199.0,7,MAGNOLIA / QUEEN ANNE,1.0,4,41784,8399,33385,"Office, Parking",Office,33385.0,89.0,1294615.25,8,14.07372410472446,10.640268770116135,7.306065455058493,5,0,102.46856873129435,-82.15864722146542,Surf_Group_1
NonResidential,Warehouse,98199.0,7,MAGNOLIA / QUEEN ANNE,1.0,1,56884,0,56884,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,56884.0,71.0,1388345.125,56,14.14362303827626,10.948769385492588,7.554233253916906,5,0,102.47129475669814,-82.1613688359675,Surf_Group_1
NonResidential,Retail Store,98117.0,6,BALLARD,1.0,1,32810,0,32810,Retail Store,Retail Store,32810.0,66.0,2017967.75,27,14.517601498598516,10.398488625955148,10.064011741468912,5,0,102.4903087496663,-82.13502203784311,Surf_Group_1
NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,1.0,2,20022,0,20022,Office,Office,20784.0,80.0,657385.8125,55,13.396026358750294,9.904586947979428,6.2738180348713755,5,0,102.45748525836356,-82.15149008322499,Surf_Group_1
NonResidential,Distribution Center,98119.0,7,MAGNOLIA / QUEEN ANNE,1.0,2,36498,0,36498,"Distribution Center, Non-Refrigerated Warehouse",Distribution Center,18229.0,89.0,520011.8125,56,13.161606806645752,10.505012743548761,6.254808473752153,5,0,102.4569562133518,-82.1493937503851,Surf_Group_1
NonResidential,Distribution Center,98199.0,7,MAGNOLIA / QUEEN ANNE,1.0,1,35946,0,35946,"Distribution Center, Office",Distribution Center,31845.0,55.5,469499.8125,48,13.059423178269352,10.48977309131198,7.568014995611077,5,0,102.47154004526644,-82.16269368823029,Surf_Group_1
