BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUse(kBtu),BuildingAge,SiteEnergyUse_log,PropertyGFATotal_log,Distance_to_Center,Neighborhood_Cluster,Is_Downtown,Rotated_Lat,Rotated_Lon,Surface_Cluster
NonResidential,Large Office,98101.0,7,DOWNTOWN,1.0,8,321945,0,321945,"Office, Performing Arts, Retail Store",Office,166919.0,76.0,13656587.0,89,16.429732527301194,12.682136002483874,0.3717070689581212,3,1,102.39782057690255,-82.13958782351706,Surf_Group_0
NonResidential,Large Office,98101.0,7,DOWNTOWN,1.0,22,336330,0,336330,"Office, Other - Restaurant/Bar, Parking",Office,256299.0,77.0,18967014.0,52,16.758211923090297,12.72584809981575,0.25692134334921635,3,1,102.39662615403914,-82.13931902243193,Surf_Group_0
NonResidential,Large Office,98101.0,7,DOWNTOWN,1.0,21,298426,0,298426,"Office, Other - Education, Parking",Office,286538.0,79.0,27076922.0,56,17.114192336328106,12.606277274883318,0.39618728561438593,3,1,102.39827498089817,-82.14163487432464,Surf_Group_0
NonResidential,Large Office,98101.0,7,DOWNTOWN,1.0,42,635824,0,635824,"Financial Office, Office, Other, Parking, Restaurant",Office,718473.0,69.0,48479988.0,40,17.69666165220055,13.362677074465822,0.3680514286667201,3,1,102.39797380775718,-82.1405732271426,Surf_Group_0
NonResidential,Hotel,98101.0,7,DOWNTOWN,1.0,12,542305,0,542305,"Hotel, Swimming Pool",Hotel,542305.0,45.0,56485204.0,93,17.849489285714938,13.203583852775584,0.24550630802706377,3,1,102.39672706438571,-82.1402538042792,Surf_Group_0
NonResidential,Retail Store,98144.0,2,SOUTHEAST,1.0,2,291940,0,291940,"Office, Retail Store",Retail Store,191940.0,80.0,11688601.0,36,16.274124651350792,12.58430358068457,3.9575943352781,7,0,102.35365445580516,-82.12300985780317,Surf_Group_0
NonResidential,Mixed Use Property,98108.0,2,GREATER DUWAMISH,0.0,1,88400,0,88400,"Distribution Center, Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,33450.0,42.0,4383100.5,46,15.293266908638412,11.389627248625734,9.0681570770861,8,0,102.3082852691035,-82.14572812133778,Surf_Group_0
NonResidential,Warehouse,98133.0,5,NORTHWEST,1.0,1,52311,0,52311,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,51116.0,96.0,930611.875,56,13.743597578895839,10.864961952985604,13.712153829578638,1,0,102.50801542027592,-82.09085089097186,Surf_Group_1
NonResidential,Other,98109.0,7,LAKE UNION,1.0,5,141131,69710,71421,"Office, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc)",Parking,74831.0,72.0,3085814.0,7,14.942326037891782,11.857443816048647,1.8985573877501185,3,1,102.40806699026919,-82.12951513206346,Surf_Group_0
NonResidential,Large Office,98109.0,7,LAKE UNION,1.0,5,176532,70067,106465,"Office, Parking",Office,103494.0,60.0,5803409.0,15,15.573956061474892,12.081257442038211,1.9139650038237668,3,1,102.40781359280956,-82.12887623478886,Surf_Group_0
NonResidential,Warehouse,98107.0,6,BALLARD,1.0,1,52500,0,52500,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,49395.0,2.0,3989399.0,43,15.19915115095431,10.868568448579715,6.391826450338123,5,0,102.45740519990972,-82.14493141791533,Surf_Group_1
NonResidential,Warehouse,98107.0,6,BALLARD,1.0,2,57300,0,57300,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,29001.0,55.0,4560492.0,57,15.332941070407193,10.95605590270283,7.719558196604915,5,0,102.47223431348655,-82.15537619606162,Surf_Group_1
NonResidential,Large Office,98121.0,7,DOWNTOWN,1.0,6,350310,0,350310,"College/University, Office, Restaurant",Office,305233.0,90.0,18102026.0,100,16.7115344236736,12.76657375573787,1.7826372502482573,9,1,102.41149972315935,-82.15334079983805,Surf_Group_0
NonResidential,Large Office,98101.0,7,DOWNTOWN,1.0,55,1400000,285000,1115000,"Office, Other, Parking, Restaurant",Office,994116.0,92.0,53079164.0,28,17.787295017492646,14.151982794585487,0.3217048665962496,3,1,102.39712558380864,-82.14256406016752,Surf_Group_0
NonResidential,Hotel,98101.0,7,DOWNTOWN,1.0,21,305548,0,305548,Hotel,Hotel,310000.0,58.0,33729336.0,86,17.333878521104367,12.629862164728083,0.4071712857843559,3,1,102.3980873460479,-82.13932988123072,Surf_Group_0
NonResidential,Large Office,98101.0,7,DOWNTOWN,1.0,46,1536606,512608,1023998,"Financial Office, Office, Other, Parking, Restaurant, Retail Store",Office,1002403.0,89.0,56606136.0,27,17.851627947191478,14.245086646132766,0.5193465169395511,3,1,102.39926712789517,-82.13965332333203,Surf_Group_0
NonResidential,Large Office,98101.0,7,DOWNTOWN,1.0,10,135918,0,135918,Office,Office,144570.0,91.0,6423556.5,58,15.675482494242939,11.81980704169959,0.46290868161156756,3,1,102.39875545493923,-82.13978707977549,Surf_Group_0
NonResidential,Retail Store,98101.0,7,DOWNTOWN,1.0,4,79957,0,79957,"Office, Retail Store",Retail Store,35694.0,25.0,5252131.0,102,15.474144456972658,11.28924426915111,0.6671786997453084,3,1,102.40085145456914,-82.14029745762713,Surf_Group_1
NonResidential,Large Office,98101.0,7,DOWNTOWN,1.0,4,127268,0,127268,"Non-Refrigerated Warehouse, Office, Retail Store",Office,62512.0,71.0,7711757.5,95,15.858256670276056,11.75405037824016,0.65225065365199,3,1,102.40054707634741,-82.13963025908237,Surf_Group_0
NonResidential,Large Office,98101.0,7,DOWNTOWN,1.0,29,500000,0,500000,"Office, Parking, Retail Store",Office,411301.0,93.0,18848780.0,33,16.75195874827836,13.122363377404328,0.600540871356147,3,1,102.40002200593185,-82.1395408104451,Surf_Group_0
NonResidential,Large Office,98101.0,7,DOWNTOWN,0.0,10,132326,0,132326,"Office, Other, Retail Store",Office,92006.0,72.0,6029020.0,90,15.612095034765758,11.793023853848588,0.5226774245773153,3,1,102.39956277544731,-82.14114539991347,Surf_Group_0
NonResidential,Large Office,98101.0,7,DOWNTOWN,1.0,6,109830,13200,96630,"Office, Other, Parking, Retail Store",Office,83485.0,45.0,7335905.5,32,15.808291411156079,11.606688994782392,0.532665935785585,3,1,102.39960526256037,-82.14065898975196,Surf_Group_0
NonResidential,Hotel,98101.0,7,DOWNTOWN,0.0,19,332067,59280,272787,Hotel,Hotel,332067.0,6.0,37785552.0,43,17.44743736530206,12.713092034767202,0.4984475135896501,3,1,102.39929483316097,-82.14086131026004,Surf_Group_0
NonResidential,Large Office,98101.0,7,DOWNTOWN,1.0,10,130513,0,130513,"Office, Restaurant, Retail Store",Office,87391.0,49.0,11651200.0,106,16.27091973696325,11.779228117641694,0.5459465650675296,3,1,102.39982653189078,-82.1418822394744,Surf_Group_0
NonResidential,Small- and Mid-Sized Office,98101.0,7,DOWNTOWN,1.0,8,60660,0,60660,"Office, Retail Store",Office,41958.0,73.0,2586116.0,96,14.765667694229785,11.013039781242572,0.49440293908991606,3,1,102.39929744223734,-82.14172582931289,Surf_Group_1
NonResidential,Large Office,98101.0,7,DOWNTOWN,1.0,14,137350,0,137350,Office,Office,124508.0,89.0,6366084.5,87,15.6664951603773,11.83028769152342,0.46832355024370365,3,1,102.39899076928141,-82.1422146561719,Surf_Group_0
NonResidential,Large Office,98101.0,7,DOWNTOWN,1.0,15,151039,0,151039,Office,Office,125473.0,84.0,5446624.0,87,15.510506525160007,11.925293360594699,0.4585949030575605,3,1,102.3989276346162,-82.14168530372405,Surf_Group_0
NonResidential,Large Office,98101.0,7,DOWNTOWN,1.0,30,755000,134662,620338,"Bank Branch, Office, Other, Parking, Restaurant",Office,643083.0,72.0,52226204.0,31,17.77109491923403,13.534473028231162,0.6005607006175105,3,1,102.40038499976595,-82.14222953420858,Surf_Group_0
NonResidential,Small- and Mid-Sized Office,98101.0,7,DOWNTOWN,1.0,4,63540,0,63540,Office,Office,56747.0,72.0,3518459.5,110,15.073533809735595,11.059424907823507,0.6667519325114902,3,1,102.40094617290693,-82.14374151460059,Surf_Group_1
NonResidential,Large Office,98101.0,7,DOWNTOWN,1.0,10,130893,0,130893,"Medical Office, Office, Supermarket/Grocery Store",Office,87925.0,80.0,6962073.0,89,15.755987832791224,11.782135474532273,0.6151504833588212,3,1,102.40047689087463,-82.14308869427757,Surf_Group_0
NonResidential,Mixed Use Property,98101.0,7,DOWNTOWN,1.0,5,79920,0,79920,"Office, Other, Retail Store",Office,39960.0,65.5,3009463.75,106,14.917272464707187,11.288781413322436,0.5628149143486798,3,1,102.39941428870435,-82.14456821333042,Surf_Group_1
Campus,Mixed Use Property,98101.0,7,DOWNTOWN,1.0,4,137400,0,137400,"Food Sales, Multifamily Housing, Office, Other - Education, Other - Restaurant/Bar, Pre-school/Daycare, Restaurant, Retail Store, Supermarket/Grocery Store",Retail Store,44078.0,65.5,14940504.0,108,16.519586472039695,11.830651658770385,0.740686529015512,3,1,102.40103390394661,-82.14617346921872,Surf_Group_0
NonResidential,Other,98101.0,7,DOWNTOWN,1.0,6,147852,86429,61423,"Office, Other - Restaurant/Bar, Parking, Retail Store",Parking,64821.0,72.0,9671619.0,20,16.084706278441324,11.903967052412668,0.6302422393028552,3,1,102.40011975583934,-82.13893011825128,Surf_Group_0
NonResidential,Other,98101.0,7,DOWNTOWN,0.0,4,267335,166960,100375,"Movie Theater, Other - Restaurant/Bar, Parking",Parking,166960.0,72.0,7273155.5,20,15.799700799356353,12.496257832575074,0.6478581240417562,3,1,102.40017662117413,-82.13860861190031,Surf_Group_0
NonResidential,Large Office,98101.0,7,DOWNTOWN,1.0,56,1605578,389860,1215718,"Office, Other, Parking",Office,1314475.0,97.0,49517704.0,27,17.717840820160713,14.288994374327542,0.4703640984656116,3,1,102.39787186510074,-82.13745665728217,Surf_Group_0
NonResidential,Large Office,98101.0,7,DOWNTOWN,1.0,36,794592,0,794592,"Office, Other, Parking",Office,748011.0,96.0,26689658.0,36,17.099786707510674,13.585584054353232,0.3861092179047626,3,1,102.39732868579387,-82.13803584312505,Surf_Group_0
NonResidential,Large Office,98101.0,7,DOWNTOWN,1.0,21,456304,93204,363100,"Office, Parking",Office,342952.0,74.0,19397324.0,45,16.780645676374885,13.030914533039684,0.3214092985242722,3,1,102.39669139105968,-82.13809201626603,Surf_Group_0
NonResidential,Large Office,98101.0,7,DOWNTOWN,1.0,12,115857,15140,100717,"Office, Parking, Restaurant",Office,104788.0,89.0,4757299.5,30,15.375190733281174,11.660111950995853,0.8006633522331262,3,1,102.40216562154421,-82.14517366159761,Surf_Group_0
NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,1.0,4,87500,17500,70000,"Office, Other",Office,70090.0,72.0,4549892.0,17,15.330614054381687,11.379394072345706,1.278107192238729,3,1,102.4062140636455,-82.15044576900856,Surf_Group_0
NonResidential,Large Office,98121.0,7,DOWNTOWN,1.0,11,374405,184776,189629,"Laboratory, Office",Office,150969.0,72.0,13329024.0,18,16.405454471169726,12.833093378197255,1.3250469172065342,3,1,102.40683171736356,-82.15043557662968,Surf_Group_0
NonResidential,Other,98121.0,7,DOWNTOWN,1.0,12,193500,38000,155500,Other,Other,146689.0,72.0,14436982.0,31,16.485303666814747,12.173032791451973,1.1070214624623598,3,1,102.40540685819465,-82.14632764815552,Surf_Group_0
NonResidential,Large Office,98101.0,7,DOWNTOWN,1.0,11,102846,0,102846,"Office, Retail Store",Office,93879.0,96.0,5327249.5,93,15.488345621671106,11.540988002735112,0.9297008254662955,3,1,102.4034897816132,-82.14588717411445,Surf_Group_0
NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,1.0,4,52800,0,52800,"Office, Restaurant",Office,38880.0,83.0,2429021.0,91,14.702998853480079,10.874266469694353,0.9917390341250508,3,1,102.40439719140463,-82.14353885397648,Surf_Group_1
Campus,Mixed Use Property,98101.0,7,DOWNTOWN,3.0,10,258497,0,258497,"Data Center, Office, Parking, Restaurant, Retail Store",Parking,155000.0,65.5,20779796.0,103,16.84949172645531,12.462639367447418,0.8534999995386431,3,1,102.40296767235179,-82.14256285434655,Surf_Group_0
NonResidential,Retail Store,98181.0,7,DOWNTOWN,1.0,8,861702,0,861702,"Other, Retail Store",Retail Store,509342.0,75.5,17666646.0,87,16.68718901303628,13.66666478221855,0.6987209561793661,3,1,102.40139317907283,-82.14245575199124,Surf_Group_0
NonResidential,Other,98101.0,7,EAST,1.0,5,206950,97400,109550,Other,Other,206950.0,72.0,19295226.0,17,16.775368265764246,12.240232497176878,0.4745061690870283,3,1,102.39607947417713,-82.13521214513545,Surf_Group_0
NonResidential,Other,98101.0,3,EAST,1.0,9,46710,0,46710,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,46710.0,72.0,4169431.5,28,15.243290253545826,10.751713553496154,0.5519834449387321,3,1,102.39607016637095,-82.13423602354223,Surf_Group_1
NonResidential,Medical Office,98101.0,3,EAST,1.0,3,266000,104000,162000,"Medical Office, Parking",Medical Office,162000.0,65.0,13911761.0,71,16.448245155455233,12.491251587763836,0.5519834449387321,3,1,102.39607016637095,-82.13423602354223,Surf_Group_0
NonResidential,Medical Office,98104.0,3,EAST,1.0,14,690158,407795,282363,"Medical Office, Parking",Medical Office,270384.0,58.0,21156670.0,24,16.86746578016928,13.444675835867509,0.6770172688019245,3,1,102.39291031410812,-82.13130299887864,Surf_Group_0
NonResidential,Mixed Use Property,98109.0,7,LAKE UNION,1.0,6,378443,177660,200783,"Data Center, Office, Parking, Performing Arts, Restaurant, Retail Store",Parking,164332.0,100.0,55073120.0,15,17.824172314799974,12.843820746067374,1.896780284757148,9,1,102.41367860662174,-82.14739473669866,Surf_Group_0
NonResidential,Mixed Use Property,98109.0,7,LAKE UNION,1.0,6,213834,104922,108912,"Data Center, Financial Office, Office, Other, Parking, Restaurant",Parking,104922.0,100.0,75073888.0,15,18.13398335986916,12.272955292057766,1.896780284757148,9,1,102.41367860662174,-82.14739473669866,Surf_Group_0
NonResidential,Hotel,98109.0,7,LAKE UNION,1.0,5,109017,29409,79608,Hotel,Hotel,109017.0,34.0,9474745.0,37,16.064140395641846,11.599259112353021,1.8831080941137852,9,1,102.41338149736032,-82.14446012836248,Surf_Group_0
NonResidential,Large Office,98119.0,7,MAGNOLIA / QUEEN ANNE,1.0,5,275734,38452,237282,"Office, Parking",Office,228504.0,77.0,16373232.0,35,16.611158364190818,12.52719191186024,2.8072387303790847,9,0,102.42245259317966,-82.1573517272019,Surf_Group_0
NonResidential,Warehouse,98104.0,2,GREATER DUWAMISH,1.0,1,123061,0,123061,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,123061.0,59.0,1987934.625,15,14.502606780849087,11.720435446378806,5.092253482080873,7,0,102.35133246024631,-82.1564280435203,Surf_Group_0
NonResidential,Distribution Center,98108.0,2,GREATER DUWAMISH,1.0,1,59090,0,59090,"Distribution Center, Office",Distribution Center,40272.0,45.0,2756214.75,53,14.829368828979865,10.98681698433972,6.4150640995391655,2,0,102.34111479641706,-82.16265053063337,Surf_Group_1
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,1.0,1,106000,0,106000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,106001.0,93.0,763364.5,53,13.545490915723127,11.571194373094205,6.599236416795517,2,0,102.33902647627909,-82.16219345405192,Surf_Group_0
NonResidential,Large Office,98102.0,4,LAKE UNION,1.0,3,158600,38400,120200,"Laboratory, Office, Parking",Office,125779.0,19.0,18309150.0,54,16.7229114928533,11.974140588182884,3.065065450345681,9,0,102.41498241091202,-82.12097299197254,Surf_Group_0
NonResidential,Distribution Center,98108.0,2,GREATER DUWAMISH,1.0,1,119661,0,119661,Distribution Center,Distribution Center,118733.0,97.0,775729.1875,56,13.561558753075444,11.692418023920636,7.652705756251192,2,0,102.33040387595928,-82.16617867220467,Surf_Group_0
NonResidential,Large Office,98109.0,3,LAKE UNION,1.0,7,139200,44728,94472,Office,Office,82098.0,81.0,4342597.0,15,15.283983114211193,11.843667026882457,2.6156214064590326,9,0,102.41255625158323,-82.1245907607478,Surf_Group_0
NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,1.0,6,95721,33921,61800,"Office, Parking",Office,95721.0,95.0,3063504.5,32,14.93507008005488,11.469192989105222,2.3095364635745406,9,0,102.41646643200039,-82.1392033918971,Surf_Group_0
NonResidential,Large Office,98109.0,7,MAGNOLIA / QUEEN ANNE,2.0,5,213283,115228,98055,"Office, Parking",Office,105563.0,83.0,5661689.5,20,15.549232903870847,12.270375201330115,2.671325350588371,9,0,102.41914510421611,-82.13658298827157,Surf_Group_0
NonResidential,Large Office,98103.0,4,LAKE UNION,1.0,3,103697,47656,56041,Office,Office,63199.0,7.0,11319836.0,15,16.242067143001854,11.54922846419452,4.652134855274831,9,0,102.43379059342402,-82.12500971968137,Surf_Group_0
NonResidential,Small- and Mid-Sized Office,98125.0,5,NORTH,1.0,5,74880,0,74880,"Office, Parking",Office,71751.0,56.0,5134607.5,42,15.451513962201393,11.223642111151474,10.554910631359903,1,0,102.47361608719169,-82.08740949832347,Surf_Group_1
NonResidential,Small- and Mid-Sized Office,98115.0,5,NORTH,1.0,6,88774,0,88774,"Office, Parking",Office,85339.0,53.0,6029121.5,37,15.612111869864268,11.393849093315291,10.437017284990837,1,0,102.47271810026368,-82.08797413933964,Surf_Group_0
NonResidential,Large Office,98115.0,5,NORTH,1.0,5,122250,0,122250,"Adult Education, Bank Branch, Office, Parking",Office,91281.0,93.0,5535626.0,33,15.526715216194043,11.713823407337118,10.345412020636926,1,0,102.47209295943259,-82.08853136365829,Surf_Group_0
NonResidential,Small- and Mid-Sized Office,98115.0,5,NORTH,1.0,4,53730,0,53730,"Office, Parking",Office,53730.0,20.0,4742869.0,37,15.372152784828279,10.891726783722866,10.514092711549688,1,0,102.4723923565221,-82.08612993462899,Surf_Group_1
NonResidential,Small- and Mid-Sized Office,98101.0,1,DELRIDGE,1.0,3,55593,0,55593,Office,Office,55593.0,55.0,4224872.5,56,15.256499640803268,10.925812573032118,4.9683010134948455,6,0,102.37639698435477,-82.18692107274367,Surf_Group_1
NonResidential,Large Office,98109.0,7,LAKE UNION,1.0,4,134056,60960,73096,"Office, Parking",Office,72066.0,54.0,4695139.0,34,15.362038276150043,11.80601290208056,1.833634370437794,3,1,102.40857933655114,-82.13148254185487,Surf_Group_0
NonResidential,Retail Store,98199.0,2,GREATER DUWAMISH,1.0,1,158415,0,158415,Retail Store,Retail Store,158415.0,25.0,22394416.0,11,16.924322200034133,11.972973450848684,4.548982783774976,7,0,102.35813813862796,-82.15889582425726,Surf_Group_0
NonResidential,Large Office,98109.0,7,LAKE UNION,1.0,8,287819,0,287819,"Data Center, Office, Other, Restaurant",Office,155985.0,86.0,48406556.0,87,17.695145817059178,12.57008708932441,1.468764029757357,3,1,102.40757932458945,-82.13699047032902,Surf_Group_0
NonResidential,Other,98101.0,3,EAST,1.0,8,158738,0,158738,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,158738.0,72.0,61762380.0,41,17.938804999207722,11.975010323346647,0.4845978037751708,3,1,102.39502744223734,-82.13432997236455,Surf_Group_0
NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA / QUEEN ANNE,1.0,4,86995,28800,58195,"Office, Parking",Office,58195.0,81.0,2991674.75,31,14.911343905616718,11.373605924720817,2.4218948190579224,9,0,102.41868570897708,-82.1543072923768,Surf_Group_0
NonResidential,Retail Store,98107.0,6,BALLARD,1.0,1,164437,0,164437,"Parking, Retail Store, Supermarket/Grocery Store",Retail Store,102653.0,62.0,18390344.0,17,16.727336302223932,12.01028279710908,6.634603439280176,5,0,102.4595493788465,-82.14400524477435,Surf_Group_0
NonResidential,Large Office,98109.0,7,LAKE UNION,1.0,5,184482,66234,118248,"Office, Other, Parking",Office,118016.0,95.0,5671256.0,7,15.550921167927571,12.125307176727727,2.0231666848566556,9,0,102.41238615033818,-82.13541613674896,Surf_Group_0
NonResidential,Large Office,98109.0,7,LAKE UNION,1.0,6,139282,52582,86700,"Financial Office, Food Service, Office, Other, Parking",Office,79384.0,96.0,3238216.0,12,14.990533118839197,11.844255933902442,1.905264527534597,9,1,102.41162656086979,-82.13642048919682,Surf_Group_0
NonResidential,Large Office,98109.0,7,LAKE UNION,1.0,5,271071,98700,172371,"Medical Office, Office, Parking",Office,168132.0,96.0,7851334.5,7,15.876194075310229,12.51013605816769,1.9778435687071043,9,1,102.41124660551145,-82.13382238721158,Surf_Group_0
NonResidential,Warehouse,98109.0,3,LAKE UNION,1.0,5,127800,0,127800,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,127800.0,56.0,2767491.0,102,14.83345169152712,11.758221820925572,2.1746679332402703,9,0,102.41202839352461,-82.1313964837711,Surf_Group_0
NonResidential,Large Office,98109.0,3,LAKE UNION,1.0,5,560516,206597,353919,"Office, Parking",Office,372503.0,71.0,30083496.0,14,17.219487273696753,13.236613067028047,2.488665783047716,9,0,102.41270924541732,-82.12691575384171,Surf_Group_0
NonResidential,Large Office,98109.0,3,LAKE UNION,1.0,6,226592,95000,131592,"Office, Parking",Office,131592.0,49.0,11963428.0,15,16.29736488749208,12.3309063224515,2.225859258034625,9,0,102.41114774597247,-82.12889115746724,Surf_Group_0
Campus,Other,98109.0,3,LAKE UNION,1.0,5,535947,0,535947,"Other, Parking",Other,535947.0,72.0,131373880.0,19,18.693557861910968,13.191790554566916,2.488665783047716,9,0,102.41270924541732,-82.12691575384171,Surf_Group_0
NonResidential,Mixed Use Property,98109.0,7,LAKE UNION,1.0,5,159700,50654,109046,"Office, Other, Parking, Retail Store",Other,72407.0,65.5,31371618.0,13,17.261414156777473,11.981052334203104,1.7440447401583838,9,1,102.41060261895353,-82.13794696977388,Surf_Group_0
NonResidential,Large Office,98109.0,7,LAKE UNION,1.0,4,209816,73673,136143,"Fitness Center/Health Club/Gym, Office, Parking, Restaurant",Office,113803.0,97.0,6917478.5,10,15.749561882579117,12.253986235144172,1.7336699311899724,9,1,102.41003618301815,-82.13664587395455,Surf_Group_0
NonResidential,Large Office,98109.0,7,LAKE UNION,1.0,6,303103,109905,193198,"Bank Branch, Office, Parking",Office,178628.0,97.0,7519466.5,10,15.833005749260431,12.621827960720436,1.7400885752742457,9,1,102.41033422149391,-82.13728209173719,Surf_Group_0
NonResidential,Mixed Use Property,98109.0,7,LAKE UNION,1.0,3,67380,0,67380,"Non-Refrigerated Warehouse, Office, Other, Other - Entertainment/Public Assembly, Parking",Non-Refrigerated Warehouse,29732.0,66.0,2755829.0,62,14.829228862746604,11.118103516960543,1.5777638851690114,3,1,102.40858204872305,-82.1368272394744,Surf_Group_1
NonResidential,Mixed Use Property,98109.0,7,LAKE UNION,1.0,5,436497,153684,282813,"Laboratory, Office, Parking",Laboratory,175364.0,65.5,45252356.0,8,17.627765293053148,12.986536781385942,2.0791564476664997,9,0,102.41381713110029,-82.1378346681336,Surf_Group_0
NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,1.0,5,88062,20826,67236,"Office, Parking",Office,64752.0,80.0,3415561.25,42,15.043852385945963,11.385796390839253,2.6540001975654453,9,0,102.42097565742932,-82.1560335994428,Surf_Group_0
NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,1.0,5,87178,20416,66762,"Office, Parking",Office,66648.0,69.0,3632613.75,44,15.105462988457965,11.37570728448771,2.664054283778825,9,0,102.42131962511945,-82.15444936895827,Surf_Group_0
NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,1.0,5,87178,20416,66762,"Office, Parking",Office,66747.0,86.0,3493093.75,46,15.06629836282187,11.37570728448771,2.664054283778825,9,0,102.42131962511945,-82.15444936895827,Surf_Group_0
NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,1.0,5,88000,21600,66400,"Office, Parking",Office,69691.0,75.0,3484915.5,45,15.063954355110925,11.385092093460344,2.465645412278898,9,0,102.4190909717715,-82.15478922812714,Surf_Group_0
NonResidential,Medical Office,98105.0,4,NORTHEAST,1.0,4,196749,88405,108344,"Medical Office, Parking",Medical Office,108344.0,5.0,19165116.0,28,16.76860230947871,12.189684083674612,5.87483759910291,4,0,102.43237555889357,-82.10165880798014,Surf_Group_0
NonResidential,Medical Office,98105.0,4,NORTHEAST,1.0,4,191276,95281,95995,Medical Office,Medical Office,95995.0,21.0,8422861.0,22,15.946460114727522,12.161472690161148,5.943940272626043,4,0,102.43291615489795,-82.1013351477261,Surf_Group_0
NonResidential,Warehouse,98126.0,1,SOUTHWEST,1.0,4,98475,0,98475,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,98475.0,83.0,1090496.625,19,13.90214376970844,11.497557987839107,5.084459797215004,6,0,102.38143752881139,-82.19215155184035,Surf_Group_0
NonResidential,Hospital,98109.0,3,LAKE UNION,1.0,7,351530,150455,201075,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),215602.0,23.0,42709624.0,16,17.56993483922001,12.770050335097281,2.2835562135369787,9,0,102.4107311176582,-82.12724953605907,Surf_Group_0
NonResidential,Supermarket / Grocery Store,98125.0,5,NORTH,1.0,2,308965,187878,121087,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,121087.0,78.0,14512786.0,21,16.49054061194311,12.640983280856094,13.40070771234193,1,0,102.47609656258741,-82.0464058077358,Surf_Group_0
NonResidential,Supermarket / Grocery Store,98134.0,2,GREATER DUWAMISH,1.0,1,63225,0,63225,Supermarket/Grocery Store,Supermarket/Grocery Store,63225.0,100.0,6522551.5,8,15.690776191707346,11.054455071538166,4.163628708863092,7,0,102.36479413135177,-82.16312434182971,Surf_Group_1
Nonresidential COS,Other,98118.0,1,DELRIDGE,0.0,1,113780,0,113780,"Office, Other - Services",Other - Services,91532.0,72.0,3574542.25,61,15.089347683954133,11.642022038304638,4.81095817351396,6,0,102.36980402320063,-82.17874172905238,Surf_Group_0
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,1.0,1,243044,0,243044,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,325424.0,100.0,1396082.25,17,14.149180478906947,12.400997775890346,4.737463206511045,7,0,102.36310685042976,-82.16972188554614,Surf_Group_0
NonResidential,Other,98103.0,6,LAKE UNION,1.0,3,280252,156312,123940,"Office, Parking, Retail Store",Parking,156312.0,72.0,11521702.0,15,16.259742945374644,12.543444477394223,4.994406936690511,9,0,102.4407281955943,-82.13370599912298,Surf_Group_0
NonResidential,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,1.0,3,66462,12998,53464,"Other, Parking",Other,72000.0,72.0,6876439.5,64,15.743611561417778,11.104385634744988,3.3249587052986858,9,0,102.4240594617196,-82.13269490515412,Surf_Group_1
NonResidential,Retail Store,98133.0,5,NORTHWEST,1.0,1,131387,0,131387,Retail Store,Retail Store,107931.0,72.0,8773058.0,19,15.987195992282102,11.785902445587313,12.764378025941712,1,0,102.5008862620574,-82.09568282672221,Surf_Group_0
NonResidential,Warehouse,98133.0,5,NORTHWEST,1.0,3,94400,0,94400,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,67155.0,38.0,784364.5,17,13.572629114758502,11.455296352133592,13.089975365550812,1,0,102.50047218436568,-82.08848562312183,Surf_Group_0
NonResidential,Other,98133.0,5,NORTHWEST,6.0,1,111900,0,111900,"Parking, Strip Mall",Strip Mall,124231.0,72.0,9814820.0,52,16.099404046247916,11.625360894300016,13.305425582847189,1,0,102.50475576729806,-82.09252500639917,Surf_Group_0
